,DATETIMEDATA,PM25,CO,NO2,TEMP,RH
618,2024-01-26 18:00:00,24.1,0.56,9.0,31,56
619,2024-01-26 19:00:00,34.0,0.58,11.0,30,59
620,2024-01-26 20:00:00,28.8,0.51,3.0,30,60
621,2024-01-26 21:00:00,28.4,0.48,5.0,29,62
622,2024-01-26 22:00:00,27.6,0.37,2.0,29,65
623,2024-01-26 23:00:00,24.1,0.38,0.0,28,67
624,2024-01-27 00:00:00,26.4,0.4,0.0,28,69
625,2024-01-27 01:00:00,25.0,0.38,5.29,28,71
626,2024-01-27 02:00:00,24.4,0.41,0.0,27,74
627,2024-01-27 03:00:00,22.9,0.5,5.29,27,76
628,2024-01-27 04:00:00,20.1,0.35,5.29,27,76
629,2024-01-27 05:00:00,22.1,0.33,0.0,27,74
630,2024-01-27 06:00:00,23.8,0.34,0.0,27,72
631,2024-01-27 07:00:00,23.4,0.44,2.0,28,69
632,2024-01-27 08:00:00,22.9,0.45,3.0,29,63
633,2024-01-27 09:00:00,22.8,0.41,3.0,31,60
634,2024-01-27 10:00:00,24.7,0.41,5.0,32,55
635,2024-01-27 11:00:00,23.2,0.47,3.0,33,53
636,2024-01-27 12:00:00,21.1,0.46,2.0,34,49
637,2024-01-27 13:00:00,20.6,0.41,3.0,35,46
638,2024-01-27 14:00:00,22.0,0.45,5.0,35,46
639,2024-01-27 15:00:00,22.7,0.46,9.0,35,45
640,2024-01-27 16:00:00,22.6,0.47,5.0,35,46
641,2024-01-27 17:00:00,20.7,0.55,7.0,33,51
642,2024-01-27 18:00:00,25.9,0.52,7.0,31,54
643,2024-01-27 19:00:00,27.6,0.49,5.0,30,56
644,2024-01-27 20:00:00,29.1,0.53,3.0,30,59
645,2024-01-27 21:00:00,31.1,0.48,3.0,29,61
646,2024-01-27 22:00:00,30.9,0.41,2.0,29,66
647,2024-01-27 23:00:00,28.8,0.39,1.0,28,68
648,2024-01-28 00:00:00,25.1,0.38,0.0,28,68
649,2024-01-28 01:00:00,22.9,0.41,5.29,27,70
650,2024-01-28 02:00:00,20.9,0.4,5.29,27,72
651,2024-01-28 03:00:00,21.0,0.44,5.29,27,75
652,2024-01-28 04:00:00,21.4,0.5,5.29,27,75
653,2024-01-28 05:00:00,23.7,0.33,0.0,27,75
654,2024-01-28 06:00:00,27.7,0.36,2.0,26,76
655,2024-01-28 07:00:00,27.7,0.47,3.0,27,74
656,2024-01-28 08:00:00,27.3,0.44,2.0,29,66
657,2024-01-28 09:00:00,25.1,0.47,5.0,31,61
658,2024-01-28 10:00:00,23.4,0.42,3.0,32,57
659,2024-01-28 11:00:00,23.6,0.48,3.0,33,55
660,2024-01-28 12:00:00,25.2,0.46,2.0,32,58
661,2024-01-28 13:00:00,19.4,0.43,1.0,32,59
662,2024-01-28 14:00:00,21.9,0.44,1.0,33,57
663,2024-01-28 15:00:00,19.1,0.4,1.0,33,54
664,2024-01-28 16:00:00,20.9,0.39,1.0,33,53
665,2024-01-28 17:00:00,21.1,0.43,2.0,32,58
666,2024-01-28 18:00:00,23.2,0.47,6.0,30,66
667,2024-01-28 19:00:00,27.2,0.56,11.0,30,69
668,2024-01-28 20:00:00,27.3,0.5,6.0,30,59
669,2024-01-28 21:00:00,26.0,0.48,3.0,29,60
670,2024-01-28 22:00:00,26.4,0.46,8.0,29,62
671,2024-01-28 23:00:00,28.4,0.44,6.0,28,63
672,2024-01-29 00:00:00,28.5,0.42,0.0,28,68
673,2024-01-29 01:00:00,24.8,0.4,5.29,28,70
674,2024-01-29 02:00:00,27.6,0.4,5.29,27,70
675,2024-01-29 03:00:00,24.2,0.42,5.29,27,71
676,2024-01-29 04:00:00,25.0,0.35,5.29,27,72
677,2024-01-29 05:00:00,22.1,0.5,5.29,27,73
678,2024-01-29 06:00:00,24.4,0.39,1.0,27,73
679,2024-01-29 07:00:00,25.4,0.52,5.0,27,71
680,2024-01-29 08:00:00,21.1,0.45,4.0,29,63
681,2024-01-29 09:00:00,22.3,0.49,4.0,30,58
682,2024-01-29 10:00:00,21.0,0.45,4.0,31,55
683,2024-01-29 11:00:00,21.5,0.52,4.0,32,54
684,2024-01-29 12:00:00,22.7,0.49,3.0,33,49
685,2024-01-29 13:00:00,20.9,0.45,5.0,34,46
686,2024-01-29 14:00:00,18.3,0.46,5.0,34,51
687,2024-01-29 15:00:00,24.3,0.48,3.0,34,49
688,2024-01-29 16:00:00,20.0,0.48,4.0,34,53
689,2024-01-29 17:00:00,23.1,0.48,4.0,32,62
690,2024-01-29 18:00:00,26.1,0.54,9.0,30,60
691,2024-01-29 19:00:00,24.4,0.51,6.0,31,51
692,2024-01-29 20:00:00,25.6,0.49,3.0,30,57
693,2024-01-29 21:00:00,23.9,0.45,2.0,29,61
694,2024-01-29 22:00:00,25.1,0.37,1.0,29,60
695,2024-01-29 23:00:00,30.1,0.38,1.0,28,63
696,2024-01-30 00:00:00,17.4,0.36,0.0,28,66
697,2024-01-30 01:00:00,21.7,0.4,5.29,27,67
698,2024-01-30 02:00:00,21.8,0.39,5.29,27,67
699,2024-01-30 03:00:00,23.2,0.39,5.29,27,70
700,2024-01-30 04:00:00,21.3,0.34,5.29,27,72
701,2024-01-30 05:00:00,24.8,0.34,5.29,27,73
702,2024-01-30 06:00:00,21.8,0.5,5.29,27,74
703,2024-01-30 07:00:00,18.9,0.54,6.0,27,71
704,2024-01-30 08:00:00,21.7,0.53,4.0,29,66
705,2024-01-30 09:00:00,25.0,0.64,6.0,30,60
706,2024-01-30 10:00:00,22.2,0.45,4.0,32,56
707,2024-01-30 11:00:00,25.0,0.46,4.0,33,48
708,2024-01-30 12:00:00,18.9,0.49,5.0,34,43
709,2024-01-30 13:00:00,18.5,0.48,6.0,35,40
710,2024-01-30 14:00:00,22.1,0.48,5.0,36,38
711,2024-01-30 15:00:00,23.6,0.51,7.0,36,41
712,2024-01-30 16:00:00,23.8,0.51,5.0,35,47
713,2024-01-30 17:00:00,26.0,0.53,4.0,33,56
714,2024-01-30 18:00:00,23.3,0.52,6.0,30,68
715,2024-01-30 19:00:00,19.9,0.5,7.0,29,74
716,2024-01-30 20:00:00,25.1,0.51,7.0,30,64
717,2024-01-30 21:00:00,27.7,0.46,3.0,30,54
718,2024-01-30 22:00:00,27.5,0.4,1.0,29,59
719,2024-01-30 23:00:00,25.4,0.39,0.0,28,65
720,2024-01-31 00:00:00,26.9,0.41,0.0,28,68
721,2024-01-31 01:00:00,26.0,0.42,0.0,27,72
722,2024-01-31 02:00:00,30.3,0.42,5.29,27,72
723,2024-01-31 03:00:00,24.4,0.41,0.0,27,70
724,2024-01-31 04:00:00,25.5,0.36,5.29,27,70
725,2024-01-31 05:00:00,22.2,0.34,0.0,27,70
726,2024-01-31 06:00:00,23.6,0.45,3.0,27,71
727,2024-01-31 07:00:00,26.0,0.5,5.29,27,69
728,2024-01-31 08:00:00,23.8,0.52,5.0,29,64
729,2024-01-31 09:00:00,25.9,0.5,4.0,30,59
730,2024-01-31 10:00:00,24.3,0.51,4.0,32,54
731,2024-01-31 11:00:00,26.8,0.54,4.0,33,50
732,2024-01-31 12:00:00,25.8,0.51,5.0,34,48
733,2024-01-31 13:00:00,31.2,0.5,6.0,34,47
734,2024-01-31 14:00:00,31.4,0.47,4.0,33,52
735,2024-01-31 15:00:00,23.9,0.44,2.0,33,50
736,2024-01-31 16:00:00,25.0,0.5,4.0,34,48
737,2024-01-31 17:00:00,26.9,0.54,10.0,33,52
738,2024-01-31 18:00:00,26.4,0.54,8.0,30,63
739,2024-01-31 19:00:00,28.1,0.54,7.0,29,68
740,2024-01-31 20:00:00,28.5,0.57,12.0,29,70
741,2024-01-31 21:00:00,36.7,0.51,8.0,29,70
742,2024-01-31 22:00:00,27.8,0.49,8.0,29,70
743,2024-01-31 23:00:00,30.8,0.48,4.0,28,72
744,2024-02-01 00:00:00,24.6,0.41,1.0,28,68
745,2024-02-01 01:00:00,23.4,0.42,1.0,27,70
746,2024-02-01 02:00:00,26.0,0.45,2.0,27,72
747,2024-02-01 03:00:00,22.9,0.4,4.0,27,72
748,2024-02-01 04:00:00,23.7,0.39,2.0,27,76
749,2024-02-01 05:00:00,24.6,0.38,0.0,27,78
750,2024-02-01 06:00:00,25.2,0.43,2.0,27,78
751,2024-02-01 07:00:00,26.1,0.57,5.0,27,72
752,2024-02-01 08:00:00,24.1,0.5,5.29,30,60
753,2024-02-01 09:00:00,26.0,0.52,8.0,31,55
754,2024-02-01 10:00:00,24.8,0.47,5.0,32,50
755,2024-02-01 11:00:00,32.1,0.47,5.0,33,49
756,2024-02-01 12:00:00,27.7,0.5,5.0,34,47
757,2024-02-01 13:00:00,27.9,0.52,5.0,35,44
758,2024-02-01 14:00:00,30.3,0.5,6.0,36,43
759,2024-02-01 15:00:00,32.0,0.51,6.0,36,41
760,2024-02-01 16:00:00,28.6,0.57,10.0,36,39
761,2024-02-01 17:00:00,30.7,0.64,9.0,35,45
762,2024-02-01 18:00:00,33.6,0.59,10.0,32,53
763,2024-02-01 19:00:00,28.4,0.77,21.0,31,55
764,2024-02-01 20:00:00,40.8,0.85,21.0,30,62
765,2024-02-01 21:00:00,44.5,0.77,21.0,29,67
766,2024-02-01 22:00:00,45.6,0.75,23.0,28,71
767,2024-02-01 23:00:00,38.0,0.57,13.0,28,69
768,2024-02-02 00:00:00,34.4,0.48,2.0,28,64
769,2024-02-02 01:00:00,29.1,0.46,2.0,28,64
770,2024-02-02 02:00:00,28.1,0.46,4.0,27,69
771,2024-02-02 03:00:00,26.1,0.47,8.0,27,75
772,2024-02-02 04:00:00,34.4,0.49,8.0,26,80
773,2024-02-02 05:00:00,29.3,0.5,9.0,26,82
774,2024-02-02 06:00:00,33.3,0.68,12.0,26,82
775,2024-02-02 07:00:00,33.9,1.05,19.0,26,80
776,2024-02-02 08:00:00,37.8,0.61,9.0,30,63
777,2024-02-02 09:00:00,33.9,0.5,5.29,31,54
778,2024-02-02 10:00:00,28.2,0.57,8.0,32,51
779,2024-02-02 11:00:00,26.7,0.57,6.0,33,50
780,2024-02-02 12:00:00,31.1,0.51,5.0,34,46
781,2024-02-02 13:00:00,28.3,0.52,5.0,35,48
782,2024-02-02 14:00:00,29.8,0.53,5.0,35,44
783,2024-02-02 15:00:00,27.9,0.48,5.0,36,41
784,2024-02-02 16:00:00,27.1,0.55,5.0,34,48
785,2024-02-02 17:00:00,25.7,0.64,13.0,33,54
786,2024-02-02 18:00:00,30.4,0.7,16.0,30,62
787,2024-02-02 19:00:00,33.8,0.67,14.0,30,66
788,2024-02-02 20:00:00,41.2,0.67,15.0,29,68
789,2024-02-02 21:00:00,36.2,0.61,11.0,29,69
790,2024-02-02 22:00:00,36.2,0.58,11.0,29,72
791,2024-02-02 23:00:00,34.2,0.56,9.0,29,71
792,2024-02-03 00:00:00,34.6,0.64,13.0,28,75
793,2024-02-03 01:00:00,33.5,0.64,9.0,28,77
794,2024-02-03 02:00:00,35.6,0.6,8.0,27,82
795,2024-02-03 03:00:00,32.3,0.46,4.0,27,82
796,2024-02-03 04:00:00,32.0,0.42,1.0,28,81
797,2024-02-03 05:00:00,26.4,0.4,2.0,27,81
798,2024-02-03 06:00:00,27.9,0.54,5.0,26,85
799,2024-02-03 07:00:00,28.2,0.62,6.0,27,80
800,2024-02-03 08:00:00,30.0,0.51,4.0,29,69
801,2024-02-03 09:00:00,26.6,0.54,4.0,31,60
802,2024-02-03 10:00:00,26.0,0.5,5.29,32,55
803,2024-02-03 11:00:00,30.2,0.49,3.0,33,52
804,2024-02-03 12:00:00,23.0,0.48,4.0,34,50
805,2024-02-03 13:00:00,27.0,0.51,3.0,34,49
806,2024-02-03 14:00:00,31.8,0.46,2.0,33,54
807,2024-02-03 15:00:00,26.3,0.46,3.0,34,49
808,2024-02-03 16:00:00,28.8,0.55,6.0,35,47
809,2024-02-03 17:00:00,29.2,0.55,7.0,33,54
810,2024-02-03 18:00:00,25.2,0.61,9.0,30,65
811,2024-02-03 19:00:00,29.3,0.85,26.0,30,70
812,2024-02-03 20:00:00,30.5,0.65,13.0,29,72
813,2024-02-03 21:00:00,26.8,0.57,12.0,29,71
814,2024-02-03 22:00:00,27.3,0.54,9.0,29,70
815,2024-02-03 23:00:00,28.5,0.55,9.0,29,73
816,2024-02-04 00:00:00,28.8,0.58,8.0,28,77
817,2024-02-04 01:00:00,28.3,0.59,9.0,28,84
818,2024-02-04 02:00:00,31.6,0.54,3.0,27,84
819,2024-02-04 03:00:00,31.3,0.45,4.0,27,84
820,2024-02-04 04:00:00,30.3,0.45,3.0,27,86
821,2024-02-04 05:00:00,31.8,0.53,13.0,27,89
822,2024-02-04 06:00:00,28.6,0.68,12.0,26,91
823,2024-02-04 07:00:00,33.2,0.7,11.0,27,86
824,2024-02-04 08:00:00,34.3,0.53,4.0,30,69
825,2024-02-04 09:00:00,32.5,0.51,4.0,31,59
826,2024-02-04 10:00:00,27.1,0.56,10.0,32,54
827,2024-02-04 11:00:00,28.6,0.5,5.29,33,51
828,2024-02-04 12:00:00,27.1,0.47,6.0,34,46
829,2024-02-04 13:00:00,23.5,0.5,6.0,36,42
830,2024-02-04 14:00:00,27.9,0.51,5.0,36,39
831,2024-02-04 15:00:00,29.8,0.5,5.0,36,39
832,2024-02-04 16:00:00,29.4,0.79,6.0,33,54
833,2024-02-04 17:00:00,40.4,0.93,10.0,32,59
834,2024-02-04 18:00:00,42.8,0.96,13.0,30,68
835,2024-02-04 19:00:00,51.1,1.04,17.0,30,71
836,2024-02-04 20:00:00,65.6,1.03,16.0,30,70
837,2024-02-04 21:00:00,63.3,0.79,11.0,29,71
838,2024-02-04 22:00:00,40.4,0.72,17.0,29,74
839,2024-02-04 23:00:00,40.3,0.63,13.0,29,75
840,2024-02-05 00:00:00,38.0,0.56,5.0,29,74
841,2024-02-05 01:00:00,35.3,0.57,3.0,29,71
842,2024-02-05 02:00:00,41.9,0.62,4.0,28,74
843,2024-02-05 03:00:00,37.2,0.67,4.0,28,75
844,2024-02-05 04:00:00,38.1,0.71,6.0,27,78
845,2024-02-05 05:00:00,38.4,0.68,8.0,27,80
846,2024-02-05 06:00:00,43.6,0.75,15.0,27,83
847,2024-02-05 07:00:00,40.7,0.93,18.0,28,82
848,2024-02-05 08:00:00,40.4,0.72,11.0,29,68
849,2024-02-05 09:00:00,39.7,0.6,8.0,31,62
850,2024-02-05 10:00:00,36.1,0.68,8.0,33,54
851,2024-02-05 11:00:00,33.7,0.61,6.0,33,53
852,2024-02-05 12:00:00,33.4,0.5,5.29,33,51
853,2024-02-05 13:00:00,32.9,0.58,4.0,34,51
854,2024-02-05 14:00:00,35.9,0.57,5.0,34,51
855,2024-02-05 15:00:00,31.6,0.56,7.0,35,50
856,2024-02-05 16:00:00,37.5,0.71,13.0,33,57
857,2024-02-05 17:00:00,38.8,0.73,13.0,32,59
858,2024-02-05 18:00:00,38.7,0.68,12.0,30,67
859,2024-02-05 19:00:00,39.4,0.68,9.0,29,68
860,2024-02-05 20:00:00,36.2,0.67,11.0,29,66
861,2024-02-05 21:00:00,33.8,0.53,9.0,29,69
862,2024-02-05 22:00:00,29.1,0.56,10.0,29,68
863,2024-02-05 23:00:00,26.0,0.58,8.0,29,71
864,2024-02-06 00:00:00,28.8,0.64,9.0,29,74
865,2024-02-06 01:00:00,28.3,0.55,8.0,28,78
866,2024-02-06 02:00:00,31.6,0.56,7.0,28,81
867,2024-02-06 03:00:00,29.1,0.52,7.0,27,82
868,2024-02-06 04:00:00,32.9,0.5,5.0,27,83
869,2024-02-06 05:00:00,29.5,0.53,6.0,27,82
870,2024-02-06 06:00:00,33.1,0.67,11.0,27,84
871,2024-02-06 07:00:00,33.9,0.98,18.0,27,81
872,2024-02-06 08:00:00,38.1,0.85,15.0,29,73
873,2024-02-06 09:00:00,41.1,0.63,5.0,32,66
874,2024-02-06 10:00:00,37.9,0.64,7.0,31,69
875,2024-02-06 11:00:00,39.1,0.61,4.0,31,70
876,2024-02-06 12:00:00,37.3,0.57,3.0,32,64
877,2024-02-06 13:00:00,31.7,0.5,5.29,33,60
878,2024-02-06 14:00:00,35.4,0.53,4.0,33,59
879,2024-02-06 15:00:00,35.2,0.59,8.0,33,58
880,2024-02-06 16:00:00,41.2,0.73,12.0,33,57
881,2024-02-06 17:00:00,41.7,0.78,16.0,32,61
882,2024-02-06 18:00:00,43.9,0.75,16.0,30,67
883,2024-02-06 19:00:00,41.5,0.73,13.0,30,69
884,2024-02-06 20:00:00,37.2,0.7,12.0,29,70
885,2024-02-06 21:00:00,43.8,0.59,9.0,29,74
886,2024-02-06 22:00:00,42.8,0.57,5.0,29,75
887,2024-02-06 23:00:00,42.8,0.55,3.0,29,76
888,2024-02-07 00:00:00,47.2,0.54,4.0,29,77
889,2024-02-07 01:00:00,43.2,0.53,5.0,29,75
890,2024-02-07 02:00:00,41.8,0.59,6.0,28,79
891,2024-02-07 03:00:00,43.1,0.51,5.0,28,81
892,2024-02-07 04:00:00,40.6,0.49,4.0,28,79
893,2024-02-07 05:00:00,41.2,0.57,8.0,28,82
894,2024-02-07 06:00:00,58.6,0.79,17.0,27,86
895,2024-02-07 07:00:00,43.4,0.9,16.0,28,76
896,2024-02-07 08:00:00,35.1,0.63,10.0,31,61
897,2024-02-07 09:00:00,31.3,0.49,5.0,31,58
898,2024-02-07 10:00:00,28.0,0.55,4.0,33,56
899,2024-02-07 11:00:00,26.0,0.55,7.0,34,52
900,2024-02-07 12:00:00,26.5,0.52,5.0,35,46
901,2024-02-07 13:00:00,31.5,0.53,6.0,36,39
902,2024-02-07 14:00:00,30.9,0.5,5.29,36,41
903,2024-02-07 15:00:00,36.6,0.55,7.0,37,38
904,2024-02-07 16:00:00,33.7,0.69,12.0,36,43
905,2024-02-07 17:00:00,36.0,0.78,13.0,33,60
906,2024-02-07 18:00:00,35.0,0.72,11.0,30,67
907,2024-02-07 19:00:00,37.9,0.74,12.0,30,70
908,2024-02-07 20:00:00,42.7,0.64,8.0,30,72
909,2024-02-07 21:00:00,41.1,0.56,7.0,30,73
910,2024-02-07 22:00:00,37.7,0.58,6.0,30,74
911,2024-02-07 23:00:00,41.4,0.56,6.0,29,75
912,2024-02-08 00:00:00,38.3,0.5,4.0,29,75
913,2024-02-08 01:00:00,40.2,0.53,5.0,29,78
914,2024-02-08 02:00:00,37.6,0.53,4.0,29,81
915,2024-02-08 03:00:00,39.2,0.51,5.0,28,84
916,2024-02-08 04:00:00,36.6,0.54,8.0,28,86
917,2024-02-08 05:00:00,42.2,0.63,10.0,27,88
918,2024-02-08 06:00:00,44.4,0.69,11.0,27,89
919,2024-02-08 07:00:00,35.7,0.9,15.0,28,86
920,2024-02-08 08:00:00,71.1,0.77,13.0,30,74
921,2024-02-08 09:00:00,27.59,0.53,6.0,32,64
922,2024-02-08 10:00:00,37.4,0.52,7.0,33,58
923,2024-02-08 11:00:00,30.4,0.55,7.0,34,54
924,2024-02-08 12:00:00,35.4,0.51,6.0,35,51
925,2024-02-08 13:00:00,35.2,0.53,6.0,36,46
926,2024-02-08 14:00:00,34.3,0.5,8.0,35,51
927,2024-02-08 15:00:00,30.1,0.5,5.29,33,60
928,2024-02-08 16:00:00,35.0,0.72,13.0,33,59
929,2024-02-08 17:00:00,33.2,0.73,14.0,32,59
930,2024-02-08 18:00:00,39.8,0.67,16.0,31,62
931,2024-02-08 19:00:00,35.1,0.63,12.0,30,64
932,2024-02-08 20:00:00,36.0,0.59,10.0,30,54
933,2024-02-08 21:00:00,24.4,0.53,11.0,30,48
934,2024-02-08 22:00:00,25.2,0.54,9.0,30,53
935,2024-02-08 23:00:00,24.7,0.51,7.0,30,57
936,2024-02-09 00:00:00,24.7,0.55,9.0,30,60
937,2024-02-09 01:00:00,29.2,0.55,6.0,29,64
938,2024-02-09 02:00:00,27.3,0.59,5.0,29,67
939,2024-02-09 03:00:00,31.6,0.53,10.0,28,72
940,2024-02-09 04:00:00,26.6,0.52,7.0,28,74
941,2024-02-09 05:00:00,24.4,0.55,7.0,28,76
942,2024-02-09 06:00:00,28.0,0.75,15.0,28,80
943,2024-02-09 07:00:00,33.2,0.79,14.0,28,80
944,2024-02-09 08:00:00,33.8,0.52,7.0,31,63
945,2024-02-09 09:00:00,26.7,0.48,4.0,32,58
946,2024-02-09 10:00:00,26.4,0.55,5.0,32,58
947,2024-02-09 11:00:00,28.1,0.52,5.0,33,55
948,2024-02-09 12:00:00,33.8,0.46,3.0,33,59
949,2024-02-09 13:00:00,29.5,0.47,3.0,33,56
950,2024-02-09 14:00:00,30.3,0.47,3.0,34,49
951,2024-02-09 15:00:00,32.5,0.52,5.0,35,47
952,2024-02-09 16:00:00,36.7,0.5,5.29,35,50
953,2024-02-09 17:00:00,39.9,0.61,10.0,32,60
954,2024-02-09 18:00:00,36.4,0.64,13.0,31,65
955,2024-02-09 19:00:00,39.4,0.64,15.0,30,72
956,2024-02-09 20:00:00,42.1,0.52,6.0,30,73
957,2024-02-09 21:00:00,36.4,0.52,14.0,30,73
958,2024-02-09 22:00:00,36.5,0.55,11.0,29,81
959,2024-02-09 23:00:00,38.8,0.47,3.0,29,77
960,2024-02-10 00:00:00,29.4,0.44,1.0,29,66
961,2024-02-10 01:00:00,34.8,0.39,0.0,28,67
962,2024-02-10 02:00:00,34.7,0.4,0.0,28,70
963,2024-02-10 03:00:00,27.3,0.33,5.29,28,71
964,2024-02-10 04:00:00,27.5,0.33,5.29,28,72
965,2024-02-10 05:00:00,27.7,0.36,1.0,27,76
966,2024-02-10 06:00:00,30.4,0.43,2.0,27,77
967,2024-02-10 07:00:00,27.4,0.42,2.0,28,73
968,2024-02-10 08:00:00,26.8,0.38,2.0,30,65
969,2024-02-10 09:00:00,24.8,0.39,2.0,31,61
970,2024-02-10 10:00:00,25.5,0.42,4.0,32,56
971,2024-02-10 11:00:00,25.5,0.43,8.0,33,51
972,2024-02-10 12:00:00,27.1,0.4,4.0,33,55
973,2024-02-10 13:00:00,25.9,0.4,2.0,32,60
974,2024-02-10 14:00:00,27.1,0.42,2.0,33,56
975,2024-02-10 15:00:00,26.4,0.45,3.0,34,52
976,2024-02-10 16:00:00,30.8,0.49,3.0,34,53
977,2024-02-10 17:00:00,30.3,0.5,5.29,33,57
978,2024-02-10 18:00:00,27.6,0.49,11.0,31,63
979,2024-02-10 19:00:00,30.9,0.59,5.0,31,56
980,2024-02-10 20:00:00,30.7,0.46,3.0,31,57
981,2024-02-10 21:00:00,30.9,0.43,3.0,30,61
982,2024-02-10 22:00:00,29.0,0.45,2.0,29,62
983,2024-02-10 23:00:00,29.8,0.42,1.0,29,61
984,2024-02-11 00:00:00,33.6,0.41,0.0,29,65
985,2024-02-11 01:00:00,31.6,0.4,0.0,28,66
986,2024-02-11 02:00:00,24.3,0.4,5.29,28,67
987,2024-02-11 03:00:00,28.3,0.38,5.29,28,66
988,2024-02-11 04:00:00,26.2,0.39,5.29,28,66
989,2024-02-11 05:00:00,23.3,0.43,5.29,28,69
990,2024-02-11 06:00:00,28.0,0.43,1.0,27,71
991,2024-02-11 07:00:00,25.9,0.51,3.0,28,71
992,2024-02-11 08:00:00,29.4,0.5,4.0,29,65
993,2024-02-11 09:00:00,28.2,0.5,4.0,31,61
994,2024-02-11 10:00:00,22.2,0.54,3.0,32,56
995,2024-02-11 11:00:00,18.5,0.51,3.0,32,54
996,2024-02-11 12:00:00,24.1,0.5,3.0,33,54
997,2024-02-11 13:00:00,31.0,0.51,4.0,34,49
998,2024-02-11 14:00:00,27.1,0.48,5.0,35,45
999,2024-02-11 15:00:00,25.3,0.56,3.0,35,42
1000,2024-02-11 16:00:00,28.2,0.6,3.0,35,43
1001,2024-02-11 17:00:00,31.0,0.52,5.0,33,49
1002,2024-02-11 18:00:00,34.5,0.5,5.29,31,51
1003,2024-02-11 19:00:00,35.1,0.53,5.0,30,53
1004,2024-02-11 20:00:00,36.8,0.5,5.0,30,55
1005,2024-02-11 21:00:00,33.4,0.46,5.0,29,59
1006,2024-02-11 22:00:00,32.3,0.55,8.0,29,61
1007,2024-02-11 23:00:00,25.6,0.5,4.0,28,64
1008,2024-02-12 00:00:00,30.9,0.46,0.0,28,66
1009,2024-02-12 01:00:00,28.6,0.46,5.29,28,68
1010,2024-02-12 02:00:00,24.6,0.46,5.29,27,70
1011,2024-02-12 03:00:00,22.8,0.43,0.0,27,71
1012,2024-02-12 04:00:00,29.5,0.41,5.29,27,72
1013,2024-02-12 05:00:00,27.8,0.46,0.0,27,74
1014,2024-02-12 06:00:00,31.4,0.51,2.0,27,74
1015,2024-02-12 07:00:00,28.9,0.68,9.0,27,72
1016,2024-02-12 08:00:00,29.3,0.53,6.0,29,65
1017,2024-02-12 09:00:00,30.1,0.56,5.0,31,61
1018,2024-02-12 10:00:00,28.2,0.56,5.0,31,57
1019,2024-02-12 11:00:00,33.0,0.59,6.0,32,55
1020,2024-02-12 12:00:00,30.5,0.61,4.0,33,49
1021,2024-02-12 13:00:00,32.3,0.56,6.0,35,44
1022,2024-02-12 14:00:00,31.3,0.56,8.0,36,40
1023,2024-02-12 15:00:00,31.2,0.61,6.0,35,43
1024,2024-02-12 16:00:00,34.7,0.72,12.0,33,52
1025,2024-02-12 17:00:00,30.3,0.7,16.0,32,56
1026,2024-02-12 18:00:00,36.8,0.67,12.0,31,53
1027,2024-02-12 19:00:00,36.0,0.5,5.29,30,57
1028,2024-02-12 20:00:00,33.8,0.65,25.0,29,67
1029,2024-02-12 21:00:00,32.3,0.68,26.0,29,67
1030,2024-02-12 22:00:00,34.1,0.62,14.0,29,64
1031,2024-02-12 23:00:00,35.2,0.6,10.0,28,67
1032,2024-02-13 00:00:00,33.0,0.55,5.0,27,70
1033,2024-02-13 01:00:00,32.3,0.54,2.0,27,71
1034,2024-02-13 02:00:00,33.9,0.54,1.0,27,69
1035,2024-02-13 03:00:00,23.8,0.48,1.0,27,68
1036,2024-02-13 04:00:00,27.9,0.47,0.0,27,69
1037,2024-02-13 05:00:00,26.8,0.51,1.0,27,72
1038,2024-02-13 06:00:00,26.5,0.56,3.0,27,72
1039,2024-02-13 07:00:00,26.5,0.65,5.0,27,71
1040,2024-02-13 08:00:00,26.2,0.58,6.0,29,63
1041,2024-02-13 09:00:00,25.0,0.58,4.0,31,58
1042,2024-02-13 10:00:00,24.9,0.58,4.0,32,55
1043,2024-02-13 11:00:00,25.7,0.55,4.0,33,52
1044,2024-02-13 12:00:00,24.1,0.55,3.0,34,47
1045,2024-02-13 13:00:00,21.9,0.55,3.0,35,42
1046,2024-02-13 14:00:00,22.2,0.53,4.0,36,40
1047,2024-02-13 15:00:00,24.9,0.62,8.0,36,39
1048,2024-02-13 16:00:00,25.6,0.64,7.0,35,42
1049,2024-02-13 17:00:00,23.8,0.61,8.0,34,48
1050,2024-02-13 18:00:00,28.0,0.66,10.0,32,52
1051,2024-02-13 19:00:00,31.2,0.64,5.0,31,50
1052,2024-02-13 20:00:00,32.1,0.5,5.29,31,52
1053,2024-02-13 21:00:00,29.5,0.58,5.0,30,57
1054,2024-02-13 22:00:00,30.8,0.59,2.0,29,59
1055,2024-02-13 23:00:00,32.9,0.57,1.0,29,62
1056,2024-02-14 00:00:00,33.5,0.54,0.0,28,67
1057,2024-02-14 01:00:00,29.2,0.5,5.29,28,71
1058,2024-02-14 02:00:00,32.4,0.51,0.0,28,71
1059,2024-02-14 03:00:00,33.5,0.52,0.0,27,72
1060,2024-02-14 04:00:00,35.9,0.53,0.0,27,72
1061,2024-02-14 05:00:00,36.2,0.56,0.0,27,73
1062,2024-02-14 06:00:00,42.9,0.63,2.0,27,72
1063,2024-02-14 07:00:00,35.6,0.79,11.0,28,71
1064,2024-02-14 08:00:00,36.3,0.6,6.0,30,62
1065,2024-02-14 09:00:00,31.8,0.57,6.0,31,59
